banking_id,banked_total,banking_total,banking_date,reconcile_status,restaurant_id,sealed_by,banking_time_indicator
5557,3772.12,4021.119999999999,2024-03-22,pending,16,Edward Thompson,morning
5558,537.43,3930.3999999999996,2024-03-23,reconciled,16,Lauren Miller,evening
5559,5393.02,5831.799999999999,2024-03-24,reconciled,16,Derek Curtis,evening
5560,1213.45,4026.8499999999985,2024-03-25,pending,16,Stephanie Graves,evening
5561,5411.99,5914.719999999999,2024-03-26,reconciled,16,Jason Reed,evening
5562,3279.43,3348.3499999999995,2024-03-27,reconciled,16,Jessica Murphy,evening
5563,2216.04,2826.24,2024-03-28,reconciled,16,Mr. Jason Bradley,morning
5564,691.11,2745.35,2024-03-29,reconciled,16,William Taylor,morning
5565,542.4,4461.24,2024-03-30,reconciled,16,Kristen Woods,evening
5566,885.75,7314.939999999999,2024-03-31,reconciled,16,Angela Hansen,morning
5567,2893.72,9754.55,2024-04-01,pending,16,Gerald Hunter,morning
5568,8328.22,10244.65,2024-04-02,reconciled,16,Michelle Rivera,evening
5569,2334.78,5097.02,2024-04-03,reconciled,16,Jonathan Pratt,evening
5570,308.14,5542.700000000001,2024-04-04,pending,16,Lisa Whitney,evening
5571,8137.65,8354.31,2024-04-05,pending,16,Janet Perez,evening
5572,2065.49,3529.1999999999994,2024-04-06,reconciled,16,Stephen Hernandez MD,morning
5573,647.74,5173.71,2024-04-07,reconciled,16,Heather Mcguire,morning
5574,5306.09,6748.78,2024-04-08,pending,16,Isabel Fernandez,evening
5575,2110.49,4314.719999999999,2024-04-09,reconciled,16,Alyssa Bullock,morning
5576,3549.58,5336.81,2024-04-10,reconciled,16,Jason Garcia,morning
5577,1619.28,4662.360000000001,2024-04-11,pending,16,Mary Hill,evening
5578,3938.16,5891.430000000001,2024-04-12,pending,16,Brittney Jones,evening
5579,78.77,4499.940000000001,2024-04-13,pending,16,Christopher Evans,evening
5580,2951.37,7192.31,2024-04-14,reconciled,16,Thomas Rodriguez,morning
5581,1688.7,6607.590000000001,2024-04-15,reconciled,16,Krista Hubbard,morning
5582,2395.25,6983.800000000001,2024-04-16,pending,16,Hailey Russell,morning
5583,2728.62,8109.540000000002,2024-04-17,pending,16,Nina Snyder,morning
5584,4006.55,7943.100000000002,2024-04-18,pending,16,Christopher Durham,evening
5585,327.54,6510.270000000002,2024-04-19,pending,16,Brian Matthews,morning
5586,9030.58,10322.0,2024-04-20,pending,16,Kristen Miller,evening
5587,3667.73,4820.72,2024-04-21,reconciled,16,Janet Rodriguez,morning
5588,89.89,3589.880000000002,2024-04-22,pending,16,Donald Barber,morning
5589,2187.27,6121.6500000000015,2024-04-23,pending,16,Michael Perry,morning
5590,2640.02,5670.38,2024-04-24,pending,16,Gabriel Edwards,morning
5591,2590.84,5625.6900000000005,2024-04-25,reconciled,16,Jonathan Bailey,morning
5592,487.01,6527.449999999999,2024-04-26,reconciled,16,Jamie Santiago,evening
5593,7008.58,8735.949999999997,2024-04-27,reconciled,16,Christina Rodriguez,evening
5594,2532.22,4174.2199999999975,2024-04-28,pending,16,Todd Adams,morning
5595,979.41,5710.869999999998,2024-04-29,pending,16,Laura Elliott,morning
5596,7820.0,7891.709999999997,2024-04-30,reconciled,16,Angela Foster,evening
5597,954.93,2161.8599999999974,2024-05-01,reconciled,16,Mr. Connor Brown,evening
5598,1894.52,3361.349999999997,2024-05-02,pending,16,Kristen Wong,morning
5599,2395.46,4827.2599999999975,2024-05-03,reconciled,16,Kaitlyn Salazar,evening
5600,4257.35,6639.749999999997,2024-05-04,pending,16,Charles Vasquez,evening
5601,3902.82,5631.519999999997,2024-05-05,pending,16,Michael Barker,morning
5602,1094.47,5377.3399999999965,2024-05-06,reconciled,16,Adam Rivera,morning
5603,1509.37,7278.799999999996,2024-05-07,pending,16,Sherri Graham,morning
5604,3599.0,8838.449999999997,2024-05-08,pending,16,Carol Duncan,morning
5605,3322.75,7102.459999999997,2024-05-09,pending,16,Theresa Olsen,morning
5606,835.05,5901.079999999997,2024-05-10,pending,16,Bethany Harris,morning
5607,1748.74,8245.869999999997,2024-05-11,pending,16,Chad Carlson,morning
5608,3891.44,9826.429999999998,2024-05-12,pending,16,Ronald Wright,evening
5609,4332.79,10088.379999999997,2024-05-13,pending,16,Jonathan Hebert,morning
5610,599.48,9368.329999999998,2024-05-14,pending,16,Joseph Mcbride,morning
5611,8179.56,10887.739999999998,2024-05-15,reconciled,16,Richard Patel,evening
5612,140.4,5980.989999999997,2024-05-16,pending,16,James Johnson,evening
5613,6580.04,8441.259999999997,2024-05-17,pending,16,Jesse Gates,morning
5614,1048.54,5020.199999999997,2024-05-18,pending,16,Dylan Dunn,morning
5615,5095.79,6251.449999999997,2024-05-19,reconciled,16,Kathleen Taylor,evening
5616,387.93,2768.599999999997,2024-05-20,reconciled,16,Warren Williams,evening
5617,4773.05,6395.449999999997,2024-05-21,reconciled,16,Nicholas Rodriguez,evening
5618,4522.91,4835.519999999998,2024-05-22,reconciled,16,Nicholas Barton,evening
5619,1440.68,4085.4399999999973,2024-05-23,pending,16,Ryan Reese Jr.,morning
5620,4883.57,6008.379999999997,2024-05-24,pending,16,Samantha Hall,morning
5621,19.43,4393.729999999997,2024-05-25,pending,16,Grant Osborne,morning
5622,2554.52,6364.479999999996,2024-05-26,reconciled,16,Kyle Kelly,evening
5623,5628.65,6517.029999999996,2024-05-27,pending,16,Cynthia Allison,evening
5624,318.39,4363.509999999997,2024-05-28,pending,16,Manuel Kennedy,morning
5625,6648.03,6809.329999999996,2024-05-29,reconciled,16,Tina Stout,evening
5626,508.42,2081.7799999999966,2024-05-30,reconciled,16,Christopher Sullivan,morning
5627,2311.76,5694.709999999996,2024-05-31,pending,16,Joseph Wilson,evening
5628,4470.55,5400.139999999997,2024-06-01,reconciled,16,Robert Jones,evening
5629,1506.27,2475.659999999997,2024-06-02,reconciled,16,Michael Mccarty,evening
5630,1758.46,4375.739999999997,2024-06-03,reconciled,16,Melissa Cunningham,evening
5631,2758.87,5091.689999999997,2024-06-04,reconciled,16,Christopher Mendoza,morning
5632,2126.66,6544.869999999996,2024-06-05,reconciled,16,Claudia Chandler,evening
5633,6592.66,6700.479999999996,2024-06-06,pending,16,Frank Stephens,morning
5634,2387.23,2931.979999999996,2024-06-07,pending,16,Danielle Roberts,morning
5635,2851.4,3175.419999999997,2024-06-08,reconciled,16,Russell Massey,evening
5636,1390.29,1820.8799999999972,2024-06-09,reconciled,16,Valerie Lopez,morning
5637,973.61,3374.119999999998,2024-06-10,pending,16,Kevin Middleton,evening
5638,4681.38,4746.759999999998,2024-06-11,pending,16,Elizabeth Henderson,morning
5639,76.22,2970.559999999998,2024-06-12,pending,16,Ann Fowler,morning
5640,3632.96,5251.289999999999,2024-06-13,pending,16,Daniel White,evening
5641,4687.17,5002.619999999999,2024-06-14,reconciled,16,Kevin Blackwell,morning
5642,1042.81,3495.5399999999986,2024-06-15,pending,16,Brittany Norman,evening
5643,3544.65,4988.539999999998,2024-06-16,pending,16,Erica Diaz,morning
5644,343.04,3615.2499999999973,2024-06-17,pending,16,Maria Goodwin,morning
5645,3375.67,5618.389999999998,2024-06-18,pending,16,Lisa Johnson,morning
5646,720.47,4835.609999999998,2024-06-19,pending,16,Ryan Schultz,evening
5647,5862.14,6924.759999999997,2024-06-20,reconciled,16,Heather Manning,evening
5648,273.07,4201.169999999996,2024-06-21,reconciled,16,Michael Jackson,morning
5649,3019.79,6522.9599999999955,2024-06-22,pending,16,Erin Dodson,morning
5650,7070.02,7235.579999999996,2024-06-23,reconciled,16,Lawrence Buck,morning
5651,2263.98,2694.8999999999955,2024-06-24,pending,16,Destiny Scott,evening
5652,517.72,2570.639999999996,2024-06-25,reconciled,16,Peter Hendricks,morning
5653,2304.55,5057.159999999996,2024-06-26,pending,16,Michael Morris,morning
5654,700.7,5614.479999999997,2024-06-27,reconciled,16,Claire Rhodes,evening
5655,3168.03,7531.559999999996,2024-06-28,pending,16,Doris Henderson,evening
5656,4562.08,6864.409999999995,2024-06-29,pending,16,Catherine Banks,evening
5657,5410.28,5474.189999999995,2024-06-30,reconciled,16,Charles Stokes,morning
5658,2118.88,3016.839999999995,2024-07-01,reconciled,16,Devin Pratt,evening
5659,2210.32,3706.7999999999956,2024-07-02,reconciled,16,Zachary Webb,evening
5660,4084.75,5613.609999999994,2024-07-03,pending,16,Kevin Clark,evening
5661,1413.07,4868.159999999994,2024-07-04,reconciled,16,April Choi,morning
5662,5012.86,5316.819999999996,2024-07-05,pending,16,Candice Shelton,evening
5663,638.94,3800.799999999996,2024-07-06,reconciled,16,Alexis Rubio,evening
5664,7367.89,7482.779999999996,2024-07-07,pending,16,Elijah Jones,morning
5665,1388.72,2392.8899999999962,2024-07-08,reconciled,16,Susan Keith,evening
5666,3320.98,5138.849999999997,2024-07-09,pending,16,Amber Young,morning
5667,4427.24,5700.199999999997,2024-07-10,reconciled,16,Paul Hoffman,morning
5668,2177.53,5115.469999999997,2024-07-11,pending,16,Eric Johnston,evening
5669,1925.09,6294.699999999996,2024-07-12,reconciled,16,Melissa Owens,evening
5670,1962.57,7199.989999999997,2024-07-13,reconciled,16,Julia Blair,morning
5671,1187.4,9291.66,2024-07-14,pending,16,Nicole Nolan,evening
5672,6628.68,11304.049999999997,2024-07-15,pending,16,Jasmine Ramirez MD,morning
5673,2417.82,7083.949999999998,2024-07-16,reconciled,16,Bradley Acosta,evening
5674,5610.09,7984.919999999996,2024-07-17,reconciled,16,Kent Martinez,evening
5675,3069.43,4435.149999999997,2024-07-18,reconciled,16,Brian Ward,morning
5676,3521.77,5981.429999999997,2024-07-19,reconciled,16,Maria Green,morning
5677,2106.8,5759.239999999997,2024-07-20,pending,16,Sharon Simon,morning
5678,2644.82,7021.4199999999955,2024-07-21,pending,16,Brooke Roberts,morning
5679,2574.68,7915.959999999995,2024-07-22,reconciled,16,Jared Love,morning
5680,782.16,7367.129999999995,2024-07-23,reconciled,16,Brent Smith,morning
5681,1047.64,9404.819999999994,2024-07-24,pending,16,Peter Pratt,morning
5682,8189.79,9995.889999999996,2024-07-25,reconciled,16,Tina Johnson,morning
5683,2304.33,4014.4699999999957,2024-07-26,reconciled,16,Peter Richards,morning
5684,3128.33,5138.839999999995,2024-07-27,reconciled,16,Jennifer Sullivan,evening
5685,1094.24,4243.839999999996,2024-07-28,pending,16,Leslie Scott,evening
5686,597.7,5226.569999999997,2024-07-29,reconciled,16,William Moss,morning
5687,3323.84,7649.079999999996,2024-07-30,reconciled,16,Angela Shah,evening
5688,6669.13,7659.349999999998,2024-07-31,reconciled,16,Katrina Hill,morning
5689,1058.57,4628.699999999998,2024-08-01,pending,16,Tanya Bailey,morning
5690,6475.01,6666.849999999998,2024-08-02,pending,16,Maria Higgins,evening
5691,1643.29,2570.359999999998,2024-08-03,pending,16,Jason Flores,morning
5692,1861.77,2110.809999999998,2024-08-04,pending,16,Eric Hoffman,morning
5693,2550.71,3548.369999999998,2024-08-05,reconciled,16,Melissa Black,morning
5694,3737.41,4044.4799999999987,2024-08-06,pending,16,Kristina Bishop,evening
5695,139.14,2843.3299999999986,2024-08-07,reconciled,16,Anna Lee,morning
5696,1531.44,5738.069999999999,2024-08-08,reconciled,16,Kimberly Rodgers,morning
5697,6760.24,7883.919999999998,2024-08-09,pending,16,Sharon Palmer,evening
5698,3808.64,4449.789999999999,2024-08-10,reconciled,16,Martin Young,evening
5699,2584.75,3434.8099999999995,2024-08-11,pending,16,Vicki Kelly,morning
5700,394.25,3157.6699999999996,2024-08-12,reconciled,16,Marisa Chandler,evening
5701,1559.07,5463.92,2024-08-13,reconciled,16,Karen Allen,evening
5702,3102.9,6398.849999999999,2024-08-14,pending,16,Heather Gutierrez,morning
5703,2350.52,6350.0999999999985,2024-08-15,pending,16,Dr. Audrey Cole,evening
5704,6307.33,6783.109999999998,2024-08-16,pending,16,Mr. Daniel Gonzalez DDS,morning
5705,3286.46,3889.2399999999975,2024-08-17,reconciled,16,Nicholas Johnson,morning
5706,2597.42,3576.9899999999984,2024-08-18,pending,16,Michelle Craig,morning
5707,607.55,3333.9299999999985,2024-08-19,reconciled,16,Gerald Peterson,evening
5708,2698.86,6373.819999999998,2024-08-20,reconciled,16,Michelle Perez,morning
5709,3476.12,7426.449999999997,2024-08-21,reconciled,16,Amy Brown,evening
5710,3554.76,6155.579999999997,2024-08-22,reconciled,16,Amy Burns,evening
5711,859.35,5263.089999999998,2024-08-23,reconciled,16,Heather Hansen,evening
5712,2567.4,6617.899999999999,2024-08-24,reconciled,16,Julie Arroyo,evening
5713,4585.8,7599.65,2024-08-25,pending,16,Dawn Webster,evening
5714,3832.77,5558.3499999999985,2024-08-26,pending,16,Haley Porter,morning
5715,2694.77,3776.099999999998,2024-08-27,pending,16,Brittany Hernandez,evening
5716,3971.6,4807.179999999998,2024-08-28,pending,16,Jeffrey Anderson,morning
5717,1534.66,3960.4099999999976,2024-08-29,pending,16,Mark Sharp,morning
5718,2721.36,5243.9699999999975,2024-08-30,pending,16,Amy Bowman,morning
5719,600.36,5099.449999999997,2024-08-31,reconciled,16,Tanya Gibson,morning
5720,6091.33,8362.279999999997,2024-09-01,reconciled,16,Mikayla Bailey,evening
5721,3491.64,4569.259999999997,2024-09-02,reconciled,16,Larry Richardson,morning
5722,3661.26,3696.0399999999972,2024-09-03,reconciled,16,Chad Ward,morning
5723,727.6,4542.779999999996,2024-09-04,reconciled,16,Teresa Campbell,morning
5724,4086.88,6653.019999999995,2024-09-05,pending,16,Casey Yates,evening
5725,2102.77,4260.349999999994,2024-09-06,pending,16,Ryan Valentine,morning
5726,4507.48,5123.179999999994,2024-09-07,pending,16,Kelly Romero,evening
5727,881.3,2238.479999999994,2024-09-08,reconciled,16,Shawn King,evening
5728,2817.32,4594.879999999994,2024-09-09,reconciled,16,Nicholas Olson,morning
5729,4106.76,4576.939999999994,2024-09-10,pending,16,Cassandra Jordan,evening
5730,1936.63,3220.4999999999936,2024-09-11,pending,16,Sarah Wallace,evening
5731,1805.9,3285.4999999999936,2024-09-12,reconciled,16,Keith Allen,morning
5732,3867.39,4535.689999999993,2024-09-13,pending,16,Brenda Bentley,evening
5733,1661.1,3422.4299999999935,2024-09-14,reconciled,16,Lisa Ingram,evening
5734,306.09,4485.099999999994,2024-09-15,pending,16,Joseph Murray,evening
5735,2747.57,6680.719999999994,2024-09-16,pending,16,Rhonda Roberts MD,morning
5736,3708.68,7378.979999999993,2024-09-17,pending,16,David Krueger,evening
5737,630.95,7046.579999999993,2024-09-18,reconciled,16,Julie Morales,evening
5738,5982.13,9004.289999999992,2024-09-19,reconciled,16,Michael Galvan,evening
5739,3255.4,5527.959999999992,2024-09-20,reconciled,16,Martha Lewis,evening
5740,3160.88,7280.329999999992,2024-09-21,pending,16,Gabrielle Moore,morning
5741,1152.04,5873.629999999993,2024-09-22,pending,16,David Phillips,morning
5742,2654.01,8416.449999999993,2024-09-23,pending,16,Richard Neal,evening
5743,4966.14,8202.469999999994,2024-09-24,reconciled,16,Sean Curry,evening
5744,3657.97,6887.569999999993,2024-09-25,pending,16,Michael Hull,morning
5745,2640.51,6537.709999999993,2024-09-26,pending,16,Erik Jordan,morning
5746,1801.55,7983.129999999992,2024-09-27,pending,16,Kathryn Webb,morning
5747,1136.71,10041.539999999992,2024-09-28,reconciled,16,Robyn Gardner,morning
5748,6411.0,11955.609999999991,2024-09-29,pending,16,Jimmy Davis,morning
5749,1807.72,9352.279999999992,2024-09-30,reconciled,16,Stacy Wilkins,evening
5750,5511.82,10335.95999999999,2024-10-01,pending,16,Alyssa Lewis,morning
5751,1957.55,7534.949999999991,2024-10-02,reconciled,16,Daniel Perez,evening
5752,588.31,6470.709999999991,2024-10-03,reconciled,16,Ellen Phillips,evening
5753,3528.34,8046.429999999989,2024-10-04,pending,16,Sarah Benson,evening
5754,4586.81,8116.299999999989,2024-10-05,reconciled,16,Mark Luna,morning
5755,1765.04,7932.629999999988,2024-10-06,pending,16,Sophia Horn,evening
5756,8418.41,9511.46999999999,2024-10-07,pending,16,William Moore,evening
5757,1309.21,3544.5399999999913,2024-10-08,reconciled,16,Dana Moody,evening
5758,3351.29,4237.549999999991,2024-10-09,pending,16,Linda Perez,evening
5759,1070.32,3690.0899999999915,2024-10-10,reconciled,16,Joshua Meyer,morning
5760,5300.0,6122.929999999991,2024-10-11,reconciled,16,Tara Nunez,morning
5761,830.51,3519.379999999991,2024-10-12,pending,16,Nicholas Wu,evening
5762,5022.36,6110.549999999991,2024-10-13,pending,16,Scott Juarez,evening
5763,2365.01,3511.9399999999923,2024-10-14,reconciled,16,Kimberly Wong,morning
5764,984.61,3221.729999999992,2024-10-15,pending,16,Amanda Lambert,evening
5765,4543.61,4969.639999999991,2024-10-16,pending,16,Gail Bell,morning
5766,321.22,2521.769999999991,2024-10-17,pending,16,Eric Rodgers,evening
5767,1460.89,4255.879999999991,2024-10-18,reconciled,16,Rodney Fitzpatrick,evening
5768,3024.04,5400.6499999999905,2024-10-19,reconciled,16,Laura Higgins,morning
5769,1339.3,4417.629999999991,2024-10-20,reconciled,16,Karen Smith,morning
5770,2728.62,6310.659999999993,2024-10-21,reconciled,16,Kimberly Holmes,evening
5771,5385.24,6431.349999999992,2024-10-22,reconciled,16,Ray Torres,evening
5772,3192.49,3661.2899999999922,2024-10-23,reconciled,16,Gerald Phillips,evening
5773,1433.13,2963.239999999993,2024-10-24,reconciled,16,Annette Jones,morning
5774,3542.25,3723.419999999993,2024-10-25,reconciled,16,Miranda Harris,morning
5775,2372.33,2707.3799999999933,2024-10-26,reconciled,16,Dr. Rhonda Lopez,morning
5776,622.13,2667.569999999994,2024-10-27,reconciled,16,Mark Morrison,evening
5777,1725.12,4613.709999999993,2024-10-28,pending,16,Heather Cooper,morning
5778,981.19,5688.159999999993,2024-10-29,pending,16,Daniel Jackson,morning
5779,5504.18,6611.849999999992,2024-10-30,pending,16,Holly Evans,evening
5780,880.74,3136.229999999992,2024-10-31,pending,16,Claudia Mcbride,morning
5781,2751.1,4255.839999999991,2024-11-01,pending,16,Donna Wilson,morning
5782,2532.13,3519.90999999999,2024-11-02,pending,16,Michael Mercer,morning
5783,2365.78,4140.79999999999,2024-11-03,reconciled,16,Sarah Johnson,morning
5784,1236.42,3342.989999999989,2024-11-04,pending,16,Crystal Higgins,morning
5785,2125.01,4490.659999999989,2024-11-05,reconciled,16,Deborah Spears,evening
5786,5209.65,6511.689999999989,2024-11-06,reconciled,16,Anthony Benitez,morning
5787,4618.61,5564.259999999988,2024-11-07,pending,16,Evan Moore,evening
5788,3159.72,3318.7799999999884,2024-11-08,pending,16,Rita Blake,morning
5789,29.73,4205.229999999989,2024-11-09,pending,16,David Knight,evening
5790,2998.58,6099.43999999999,2024-11-10,reconciled,16,Russell Morris,morning
5791,1002.91,6344.4299999999885,2024-11-11,reconciled,16,Randy Thornton,evening
5792,4064.03,7440.699999999989,2024-11-12,pending,16,Dean Richardson,morning
5793,2488.61,6395.299999999988,2024-11-13,reconciled,16,Michael Rivera,morning
5794,1501.22,7949.2999999999865,2024-11-14,reconciled,16,Ashley Miller,evening
5795,7619.29,8618.159999999985,2024-11-15,reconciled,16,Theresa Williams,morning
5796,3801.54,4089.619999999985,2024-11-16,pending,16,Travis Jones,morning
5797,1274.96,3110.0999999999844,2024-11-17,pending,16,Mary Chavez,evening
5798,2654.79,4039.509999999985,2024-11-18,reconciled,16,Sierra Phillips,evening
5799,3229.28,3718.3399999999847,2024-11-19,reconciled,16,Sharon Gonzalez,morning
5800,1878.16,2986.129999999985,2024-11-20,reconciled,16,Alison Solis,morning
5801,1205.98,5281.629999999986,2024-11-21,pending,16,Jennifer Hutchinson,morning
5802,1148.05,6584.449999999986,2024-11-22,reconciled,16,Michael Smith,morning
5803,35.09,8269.299999999987,2024-11-23,pending,16,Kim Bowen,evening
5804,1129.91,10606.629999999985,2024-11-24,pending,16,Barbara Lyons,evening
5805,1901.79,12867.739999999985,2024-11-25,reconciled,16,Denise Clark,morning
5806,1224.67,14260.749999999985,2024-11-26,pending,16,Hailey Williams,evening
5807,9560.51,16364.709999999986,2024-11-27,reconciled,16,Thomas Ford,morning
5808,6603.36,9009.439999999988,2024-11-28,pending,16,Clifford Tran,evening
5809,131.03,5362.719999999988,2024-11-29,pending,16,Daniel Roberson,morning
5810,7454.56,8596.409999999989,2024-11-30,reconciled,16,Donna Duran,morning
5811,4036.53,4266.379999999989,2024-12-01,reconciled,16,Janet Cherry,evening
5812,272.17,3195.46999999999,2024-12-02,reconciled,16,Nicholas Bradford,morning
5813,3020.92,5480.59999999999,2024-12-03,pending,16,Scott Garcia,morning
5814,3855.13,5563.2299999999905,2024-12-04,reconciled,16,Robin Williams,morning
5815,795.57,4497.34999999999,2024-12-05,reconciled,16,Mia Watson,evening
5816,1264.47,6835.919999999989,2024-12-06,pending,16,Joseph Robles,morning
5817,3945.7,8202.53999999999,2024-12-07,pending,16,Mark Rios,evening
5818,228.59,6498.96999999999,2024-12-08,pending,16,Amber Wise,morning
5819,3650.63,10119.65999999999,2024-12-09,pending,16,Jonathan Duke,evening
5820,2759.76,9247.509999999991,2024-12-10,reconciled,16,Rose Rodriguez,morning
5821,6232.67,10399.599999999991,2024-12-11,pending,16,Elizabeth Sanchez,morning
5822,3122.42,7020.839999999991,2024-12-12,reconciled,16,Nathaniel Dickerson,evening
5823,6142.27,7635.05999999999,2024-12-13,pending,16,Thomas Fernandez,evening
5824,3043.86,3967.91999999999,2024-12-14,reconciled,16,Darin Adams,evening
5825,2663.36,2784.9699999999903,2024-12-15,pending,16,Justin Miller,evening
5826,2677.74,3718.1899999999896,2024-12-16,pending,16,Lisa Russell,morning
5827,1242.83,3224.39999999999,2024-12-17,pending,16,Anthony Washington,morning
5828,4452.99,4611.09999999999,2024-12-18,pending,16,Megan Johnson,evening
5829,986.65,3408.0599999999904,2024-12-19,reconciled,16,Carol Park,morning
5830,4105.2,6650.52999999999,2024-12-20,pending,16,Stephanie White,morning
5831,951.9,5746.2299999999905,2024-12-21,pending,16,Laura Howard,evening
5832,5744.76,8786.099999999991,2024-12-22,pending,16,Albert Herrera,morning
5833,4730.11,6153.1099999999915,2024-12-23,pending,16,Mrs. Mary Bird MD,evening
5834,187.54,4372.539999999993,2024-12-24,pending,16,Steven Schwartz,evening
5835,5134.51,7135.689999999991,2024-12-25,reconciled,16,Stephanie Baker,morning
5836,2958.34,4560.87999999999,2024-12-26,reconciled,16,Amy Aguirre,morning
5837,1774.54,3850.2699999999904,2024-12-27,reconciled,16,Thomas Rose,morning
5838,3395.22,5545.55999999999,2024-12-28,reconciled,16,Julie Lawrence,morning
5839,4105.12,4567.21999999999,2024-12-29,pending,16,Brendan Brown,evening
5840,4111.07,4441.37999999999,2024-12-30,pending,16,Thomas Morgan,morning
5841,1490.67,1527.6200000000003,2024-01-01,pending,17,Alisha Martin,morning
5842,102.08,2544.9700000000007,2024-01-02,reconciled,17,John Bray,evening
5843,4017.28,5176.46,2024-01-03,pending,17,Brittany Figueroa,evening
5844,1402.58,2652.4699999999993,2024-01-04,pending,17,Joseph Taylor,morning
5845,2087.31,3723.15,2024-01-05,reconciled,17,Karen Reed,evening
5846,1088.78,3217.6099999999997,2024-01-06,pending,17,Hannah Gutierrez,evening
5847,3379.89,4459.05,2024-01-07,pending,17,Kevin Martin,evening
5848,962.2,3196.7500000000014,2024-01-08,pending,17,Alan Morgan,morning
5849,129.46,5451.280000000002,2024-01-09,reconciled,17,Jacob Burke,evening
5850,4923.15,9013.130000000003,2024-01-10,reconciled,17,Jason Gray,morning
5851,1711.66,7944.720000000003,2024-01-11,reconciled,17,Laura Sellers,evening
5852,5508.32,8945.890000000003,2024-01-12,reconciled,17,Denise Young,evening
5853,3653.99,8038.540000000004,2024-01-13,reconciled,17,Travis Lee,morning
5854,2327.98,7721.550000000004,2024-01-14,pending,17,Charlotte Hansen,evening
5855,3976.1,6885.110000000002,2024-01-15,reconciled,17,Joseph Phillips,morning
5856,4616.7,6144.890000000003,2024-01-16,pending,17,Rachel Carter,evening
5857,841.01,2641.410000000003,2024-01-17,reconciled,17,Carolyn Stokes,evening
5858,4253.05,4486.220000000004,2024-01-18,pending,17,Andrew Monroe,evening
5859,461.96,2699.700000000004,2024-01-19,pending,17,Ashley Martinez,evening
5860,2269.99,5266.560000000003,2024-01-20,pending,17,Edward Mcclure,evening
5861,1500.88,4913.620000000003,2024-01-21,reconciled,17,Chad Bender,morning
5862,4819.01,5688.940000000002,2024-01-22,pending,17,David Powell,evening
5863,1498.83,4384.110000000002,2024-01-23,reconciled,17,Amber Hoffman,evening
5864,3163.02,4526.460000000003,2024-01-24,pending,17,Michael Coffey,evening
5865,1388.17,3143.0700000000024,2024-01-25,reconciled,17,Randy Robbins,morning
5866,3475.4,4531.510000000002,2024-01-26,pending,17,Miranda Orozco,morning
5867,2136.27,2731.610000000003,2024-01-27,pending,17,Jay Allen,morning
5868,2710.49,3484.9000000000033,2024-01-28,reconciled,17,Sandra Wallace,morning
5869,525.09,3243.5300000000034,2024-01-29,pending,17,William Jones,morning
5870,3120.35,5802.900000000002,2024-01-30,pending,17,Anthony Harris,morning
5871,2102.15,6799.170000000003,2024-01-31,pending,17,Rodney Edwards,morning
5872,5885.72,8010.520000000002,2024-02-01,reconciled,17,Thomas Merritt,evening
5873,3727.2,4874.420000000002,2024-02-02,reconciled,17,Brandon Turner,morning
5874,4194.22,4641.310000000002,2024-02-03,reconciled,17,Jennifer Scott,evening
5875,1727.18,3398.2000000000016,2024-02-04,reconciled,17,Mark Reynolds,evening
5876,2424.94,6272.3200000000015,2024-02-05,pending,17,Zachary Lewis,morning
5877,4766.25,7338.76,2024-02-06,pending,17,Diana Martinez,morning
5878,206.11,5535.34,2024-02-07,pending,17,Christopher Sloan,morning
5879,2805.08,7185.540000000002,2024-02-08,pending,17,Donald Steele,morning
5880,4653.15,6951.460000000002,2024-02-09,pending,17,Jessica Reed,morning
5881,4479.88,4713.590000000003,2024-02-10,pending,17,James Crawford,morning
5882,2535.06,3355.220000000003,2024-02-11,reconciled,17,Nicholas Parker,evening
5883,543.65,4217.150000000003,2024-02-12,pending,17,Andrea Chambers,morning
5884,5509.97,6359.260000000002,2024-02-13,reconciled,17,Tiffany Harris,morning
5885,1339.5,3096.420000000002,2024-02-14,pending,17,Carla Perez,evening
5886,401.28,4932.350000000002,2024-02-15,reconciled,17,Elizabeth Carter,morning
5887,5532.14,8002.700000000003,2024-02-16,pending,17,Kathleen Martin,morning
5888,2846.88,5155.070000000002,2024-02-17,reconciled,17,Sean Hill,evening
5889,2695.04,5443.750000000002,2024-02-18,pending,17,Donald Adams,evening
5890,4487.14,5721.180000000002,2024-02-19,pending,17,Amy Allen MD,evening
5891,3141.11,5034.240000000002,2024-02-20,pending,17,Dawn Moore,morning
5892,3614.68,4645.660000000001,2024-02-21,pending,17,Thomas Mcintosh,evening
5893,219.17,4877.47,2024-02-22,reconciled,17,Shawn Martin,evening
5894,2057.41,7015.620000000001,2024-02-23,pending,17,Craig Carey,morning
5895,2922.52,8991.350000000002,2024-02-24,pending,17,Jason Kidd,morning
5896,3747.36,8414.310000000001,2024-02-25,reconciled,17,Jonathan Hall,evening
5897,3890.04,7176.74,2024-02-26,reconciled,17,Julie Richards MD,evening
5898,3815.97,6976.779999999999,2024-02-27,reconciled,17,Anna Harper,evening
5899,2700.71,6168.659999999998,2024-02-28,pending,17,Natalie Pearson,morning
5900,2656.13,5173.039999999998,2024-02-29,pending,17,Chad Jones,morning
5901,6104.88,6509.479999999997,2024-03-01,reconciled,17,David Cox,evening
5902,979.15,3915.939999999997,2024-03-02,pending,17,Brittany Curtis,morning
5903,3230.13,5281.999999999997,2024-03-03,reconciled,17,Charles Mora,evening
